data/uf200-860/uf200-060.cnf 468
data/uf200-860/uf200-05.cnf 23808
data/uf200-860/uf200-020.cnf 22351
data/uf200-860/uf200-021.cnf 72560
data/uf200-860/uf200-013.cnf 23501
data/uf200-860/uf200-076.cnf 779
data/uf200-860/uf200-06.cnf 9898
data/uf200-860/uf200-028.cnf 72
data/uf200-860/uf200-0100.cnf 10275
data/uf200-860/uf200-096.cnf 10530
data/uf200-860/uf200-048.cnf 1377
data/uf200-860/uf200-074.cnf 8369
data/uf200-860/uf200-099.cnf 15135
data/uf200-860/uf200-049.cnf 18483
data/uf200-860/uf200-082.cnf 38
data/uf200-860/uf200-04.cnf 44794
data/uf200-860/uf200-025.cnf 643
data/uf200-860/uf200-014.cnf 4022
data/uf200-860/uf200-032.cnf 27583
data/uf200-860/uf200-044.cnf 6098
data/uf200-860/uf200-062.cnf 20057
data/uf200-860/uf200-011.cnf 10266
data/uf200-860/uf200-01.cnf 14260
data/uf200-860/uf200-065.cnf 51
data/uf200-860/uf200-091.cnf 6005
data/uf200-860/uf200-058.cnf 235
data/uf200-860/uf200-033.cnf 15080
data/uf200-860/uf200-098.cnf 30952
data/uf200-860/uf200-090.cnf 1027
data/uf200-860/uf200-056.cnf 713
data/uf200-860/uf200-018.cnf 17986
data/uf200-860/uf200-046.cnf 22309
data/uf200-860/uf200-037.cnf 41822
data/uf200-860/uf200-089.cnf 27322
data/uf200-860/uf200-023.cnf 7538
data/uf200-860/uf200-059.cnf 8969
data/uf200-860/uf200-010.cnf 6858
data/uf200-860/uf200-067.cnf 28
data/uf200-860/uf200-066.cnf 610
data/uf200-860/uf200-094.cnf 13448
data/uf200-860/uf200-038.cnf 2510
data/uf200-860/uf200-086.cnf 599
data/uf200-860/uf200-077.cnf 1047
data/uf200-860/uf200-097.cnf 4708
data/uf200-860/uf200-084.cnf 828
data/uf200-860/uf200-022.cnf 65617
data/uf200-860/uf200-026.cnf 2622
data/uf200-860/uf200-088.cnf 47845
data/uf200-860/uf200-057.cnf 370
data/uf200-860/uf200-041.cnf 1245
data/uf200-860/uf200-051.cnf 4554
data/uf200-860/uf200-017.cnf 9509
data/uf200-860/uf200-027.cnf 28341
data/uf200-860/uf200-09.cnf 8605
data/uf200-860/uf200-031.cnf 2537
data/uf200-860/uf200-069.cnf 224
data/uf200-860/uf200-030.cnf 9817
data/uf200-860/uf200-039.cnf 25818
data/uf200-860/uf200-078.cnf 8816
data/uf200-860/uf200-08.cnf 21394
data/uf200-860/uf200-03.cnf 25832
data/uf200-860/uf200-029.cnf 989
data/uf200-860/uf200-080.cnf 1160
data/uf200-860/uf200-047.cnf 27834
data/uf200-860/uf200-079.cnf 2328
data/uf200-860/uf200-085.cnf 31499
data/uf200-860/uf200-016.cnf 8718
data/uf200-860/uf200-02.cnf 395
data/uf200-860/uf200-019.cnf 80825
data/uf200-860/uf200-036.cnf 15389
data/uf200-860/uf200-061.cnf 5593
data/uf200-860/uf200-081.cnf 3363
data/uf200-860/uf200-055.cnf 1058
data/uf200-860/uf200-075.cnf 51720
data/uf200-860/uf200-083.cnf 8256
data/uf200-860/uf200-015.cnf 898
data/uf200-860/uf200-043.cnf 23979
data/uf200-860/uf200-064.cnf 16216
data/uf200-860/uf200-068.cnf 21142
data/uf200-860/uf200-034.cnf 14118
data/uf200-860/uf200-087.cnf 14563
data/uf200-860/uf200-063.cnf 111999
data/uf200-860/uf200-071.cnf 44194
data/uf200-860/uf200-072.cnf 1759
data/uf200-860/uf200-07.cnf 13210
data/uf200-860/uf200-095.cnf 52673
data/uf200-860/uf200-042.cnf 16141
data/uf200-860/uf200-024.cnf 4632
data/uf200-860/uf200-012.cnf 1071
data/uf200-860/uf200-073.cnf 5834
data/uf200-860/uf200-054.cnf 4872
data/uf200-860/uf200-035.cnf 24916
data/uf200-860/uf200-092.cnf 73
data/uf200-860/uf200-040.cnf 34175
data/uf200-860/uf200-070.cnf 7009
data/uf200-860/uf200-053.cnf 3993
data/uf200-860/uf200-050.cnf 16085
data/uf200-860/uf200-093.cnf 2677
data/uf200-860/uf200-052.cnf 26178
data/uf200-860/uf200-045.cnf 5471
