data/uf200-860/uf200-060.cnf 488
data/uf200-860/uf200-05.cnf 24022
data/uf200-860/uf200-020.cnf 23071
data/uf200-860/uf200-021.cnf 72598
data/uf200-860/uf200-013.cnf 21566
data/uf200-860/uf200-076.cnf 788
data/uf200-860/uf200-06.cnf 10154
data/uf200-860/uf200-028.cnf 72
data/uf200-860/uf200-0100.cnf 10364
data/uf200-860/uf200-096.cnf 10602
data/uf200-860/uf200-048.cnf 1379
data/uf200-860/uf200-074.cnf 8568
data/uf200-860/uf200-099.cnf 15513
data/uf200-860/uf200-049.cnf 18980
data/uf200-860/uf200-082.cnf 38
data/uf200-860/uf200-04.cnf 45130
data/uf200-860/uf200-025.cnf 649
data/uf200-860/uf200-014.cnf 4060
data/uf200-860/uf200-032.cnf 28133
data/uf200-860/uf200-044.cnf 6536
data/uf200-860/uf200-062.cnf 20913
data/uf200-860/uf200-011.cnf 10118
data/uf200-860/uf200-01.cnf 14270
data/uf200-860/uf200-065.cnf 51
data/uf200-860/uf200-091.cnf 5917
data/uf200-860/uf200-058.cnf 241
data/uf200-860/uf200-033.cnf 15296
data/uf200-860/uf200-098.cnf 31107
data/uf200-860/uf200-090.cnf 1050
data/uf200-860/uf200-056.cnf 726
data/uf200-860/uf200-018.cnf 18000
data/uf200-860/uf200-046.cnf 22015
data/uf200-860/uf200-037.cnf 41331
data/uf200-860/uf200-089.cnf 27481
data/uf200-860/uf200-023.cnf 7287
data/uf200-860/uf200-059.cnf 8656
data/uf200-860/uf200-010.cnf 6545
data/uf200-860/uf200-067.cnf 27
data/uf200-860/uf200-066.cnf 573
data/uf200-860/uf200-094.cnf 12890
data/uf200-860/uf200-038.cnf 2432
data/uf200-860/uf200-086.cnf 601
data/uf200-860/uf200-077.cnf 1052
data/uf200-860/uf200-097.cnf 4658
data/uf200-860/uf200-084.cnf 829
data/uf200-860/uf200-022.cnf 67127
data/uf200-860/uf200-026.cnf 2555
data/uf200-860/uf200-088.cnf 47324
data/uf200-860/uf200-057.cnf 370
data/uf200-860/uf200-041.cnf 1241
data/uf200-860/uf200-051.cnf 4356
data/uf200-860/uf200-017.cnf 9524
data/uf200-860/uf200-027.cnf 28626
data/uf200-860/uf200-09.cnf 8713
data/uf200-860/uf200-031.cnf 2505
data/uf200-860/uf200-069.cnf 232
data/uf200-860/uf200-030.cnf 9883
data/uf200-860/uf200-039.cnf 25492
data/uf200-860/uf200-078.cnf 8851
data/uf200-860/uf200-08.cnf 21361
data/uf200-860/uf200-03.cnf 25439
data/uf200-860/uf200-029.cnf 993
data/uf200-860/uf200-080.cnf 1161
data/uf200-860/uf200-047.cnf 27674
data/uf200-860/uf200-079.cnf 2279
data/uf200-860/uf200-085.cnf 30937
data/uf200-860/uf200-016.cnf 8779
data/uf200-860/uf200-02.cnf 407
data/uf200-860/uf200-019.cnf 82222
data/uf200-860/uf200-036.cnf 16978
data/uf200-860/uf200-061.cnf 5610
data/uf200-860/uf200-081.cnf 3416
data/uf200-860/uf200-055.cnf 1073
data/uf200-860/uf200-075.cnf 51920
data/uf200-860/uf200-083.cnf 8357
data/uf200-860/uf200-015.cnf 904
data/uf200-860/uf200-043.cnf 24393
data/uf200-860/uf200-064.cnf 16349
data/uf200-860/uf200-068.cnf 21564
data/uf200-860/uf200-034.cnf 14449
data/uf200-860/uf200-087.cnf 14450
data/uf200-860/uf200-063.cnf 114933
data/uf200-860/uf200-071.cnf 44767
data/uf200-860/uf200-072.cnf 1784
data/uf200-860/uf200-07.cnf 13935
data/uf200-860/uf200-095.cnf 54354
data/uf200-860/uf200-042.cnf 16378
data/uf200-860/uf200-024.cnf 4837
data/uf200-860/uf200-012.cnf 1230
data/uf200-860/uf200-073.cnf 5876
data/uf200-860/uf200-054.cnf 5016
data/uf200-860/uf200-035.cnf 26426
data/uf200-860/uf200-092.cnf 75
data/uf200-860/uf200-040.cnf 35122
data/uf200-860/uf200-070.cnf 6984
data/uf200-860/uf200-053.cnf 3904
data/uf200-860/uf200-050.cnf 16050
data/uf200-860/uf200-093.cnf 2756
data/uf200-860/uf200-052.cnf 26615
data/uf200-860/uf200-045.cnf 5670
